id,name,path,mimeType,modifiedTime,owner,size,driveId,parents
1qHM0n8DHJIrAvIWeV9THpx48wkhOi-fQkXdNUTd2so4,Hilary sent email to all.staff,/My Drive/Hilary sent email to all.staff,application/vnd.google-apps.spreadsheet,2025-02-27T18:50:33.639Z,pcuenco@elhaynes.org,3146,,0AHZG-qV0huDxUk9PVA
1lKbvepHohUmZ5eBEL8qFZtZVl1WDWK6I_GmJzVse2tY,Egypt,/My Drive/Egypt,application/vnd.google-apps.document,2025-02-25T20:09:42.341Z,pcuenco@elhaynes.org,225217,,0AHZG-qV0huDxUk9PVA
11Gdnz4zq-acA6T-35c7ZirxNedOmrvgl,Tickets.pdf,/My Drive/Tickets.pdf,application/pdf,2025-02-25T15:55:22.338Z,pcuenco@elhaynes.org,47931,,0AHZG-qV0huDxUk9PVA
1fKWJEPbFbsUP-Ri83IUcf5yu6Vm_ZqhKHTazIAP6jYY,Access Coverage,/My Drive/Access Coverage,application/vnd.google-apps.spreadsheet,2025-02-20T20:40:49.182Z,pcuenco@elhaynes.org,1024,,0AHZG-qV0huDxUk9PVA
17u8iw1FtuBKD7XFYtUybZAzWYO-b3bRmH4FiTAUX3jE,Untitled document,/My Drive/Untitled document,application/vnd.google-apps.document,2025-02-19T15:17:11.821Z,pcuenco@elhaynes.org,1024,,0AHZG-qV0huDxUk9PVA
1dhAsBvOcH29sWstwFrRN_CLvImmPewGM_IA6DjQUqBM,Proposal_Lead Technican,/My Drive/Proposal_Lead Technican,application/vnd.google-apps.document,2025-02-18T20:21:57.082Z,pcuenco@elhaynes.org,4177,,0AHZG-qV0huDxUk9PVA
1_LOZdPgqZ0xlLzgAqPSSKGNRfiFVd_A8plHBbAtz6Ps,Christian 02-18,/My Drive/Christian 02-18,application/vnd.google-apps.document,2025-02-18T19:13:05.193Z,pcuenco@elhaynes.org,15673,,0AHZG-qV0huDxUk9PVA
1sPbsTVcjKitE-rEcD0GNGumC9qEqEnCurxO8jOreiOY,ERATE Bids,/My Drive/ERATE Bids,application/vnd.google-apps.spreadsheet,2025-02-18T14:49:13.753Z,pcuenco@elhaynes.org,2133,,0AHZG-qV0huDxUk9PVA
1xSqUg6eYg2T28VF4YRDNrcgjCBwlN-ycdMPe7shjjV8,ELH-DNS,/My Drive/ELH-DNS,application/vnd.google-apps.document,2025-02-13T15:54:16.716Z,pcuenco@elhaynes.org,2062,,0AHZG-qV0huDxUk9PVA
1RaIxCaU5iFZvcxoQ-CpNoMqzfPBk32Jrt0WXO5L2kX0,DNS Tech Review:,/My Drive/DNS Tech Review:,application/vnd.google-apps.document,2025-02-10T20:29:55.548Z,pcuenco@elhaynes.org,1024,,0AHZG-qV0huDxUk9PVA
1KEpg4GaY5YuKc4HepOzERPk2Y1QKApjsW4r_TxIbhjw,Pivot,/My Drive/Pivot,application/vnd.google-apps.spreadsheet,2025-02-07T21:12:19.092Z,pcuenco@elhaynes.org,1024,,0AHZG-qV0huDxUk9PVA
1QqqvMcKODw30a4Y33VoZCkZWcLo9b5c3VPCyzwnbP9A,Incident IQ:,/My Drive/Incident IQ:,application/vnd.google-apps.document,2025-02-07T17:30:59.000Z,pcuenco@elhaynes.org,1024,,0AHZG-qV0huDxUk9PVA
17-dy7FUff03rCjGv5aaX2INzj85dI0Kn,Scripts,/My Drive/Scripts,application/vnd.google-apps.folder,2025-02-05T16:57:11.316Z,pcuenco@elhaynes.org,,,0AHZG-qV0huDxUk9PVA
1J9r4GFfFp48tPtQj1OtGxhoSVERq82Vy,MS Assessement Cart Repetive Offenders v1.xlsx,/My Drive/MS Assessement Cart Repetive Offenders v1.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2025-02-05T16:35:09.000Z,pcuenco@elhaynes.org,12589,,0AHZG-qV0huDxUk9PVA
1kmVJ1mQFbYeGs6pAvVbgvbUTEQviTHlw,ConnectWise.drawio,/My Drive/ConnectWise.drawio,application/vnd.jgraph.mxfile,2025-02-04T15:00:13.918Z,pcuenco@elhaynes.org,8421,,0AHZG-qV0huDxUk9PVA
1XWn7ruIuEgB9dDo6y33ASyUbIOuYtP_oet3F9cJaN4Y,Jose - incident with Mike 1-28,/My Drive/Jose - incident with Mike 1-28,application/vnd.google-apps.document,2025-01-30T20:14:08.598Z,pcuenco@elhaynes.org,2065,,0AHZG-qV0huDxUk9PVA
1_BgGkMf3maaQMpANgwP2E2xDOrWrV1hYgg9xd4QRLKc,IT Operations,/My Drive/IT Operations,application/vnd.google-apps.presentation,2025-01-17T17:28:30.799Z,pcuenco@elhaynes.org,4849,,0AHZG-qV0huDxUk9PVA
1d11v5RYnv92jWvvXI_frIwfn--jCp2ik,Events.drawio,/My Drive/Events.drawio,application/vnd.jgraph.mxfile,2025-01-16T19:28:20.788Z,pcuenco@elhaynes.org,14035,,0AHZG-qV0huDxUk9PVA
1qeK5ZxktBJiy8NVC_rfVX1wA3eqONXRMzBiS0XMaxZ0,Test form approval (Responses),/My Drive/Test form approval (Responses),application/vnd.google-apps.spreadsheet,2025-01-12T17:42:37.380Z,pcuenco@elhaynes.org,2730,,0AHZG-qV0huDxUk9PVA
1lCJjIrD9xkxXkCjfHyEKQFyZA8eGgpQ0,ActivatedPhones.xls,/My Drive/ActivatedPhones.xls,application/vnd.ms-excel,2025-01-12T06:00:25.000Z,pcuenco@elhaynes.org,5632,,0AHZG-qV0huDxUk9PVA
1s6zRqstbdnY3d-Ha8EEuoK9XMMkPMcFUHLJQTOmL7aI,E.L. Haynes August to October 2024 Usage,/My Drive/E.L. Haynes August to October 2024 Usage,application/vnd.google-apps.spreadsheet,2025-01-03T17:02:15.495Z,pcuenco@elhaynes.org,3479,,0AHZG-qV0huDxUk9PVA
1-LfY7U5Ut1U8o7zthZCU40e-8WCDKbxr,User Deletions,/My Drive/User Deletions,application/vnd.google-apps.folder,2025-01-03T16:48:16.334Z,pcuenco@elhaynes.org,,,0AHZG-qV0huDxUk9PVA
0B3ZG-qV0huDxfkhWRlJ4SXFmNG9pVGdYTTFTWFVPSDJpLTZ5ZG9EY2dvNnlWZXVjSHBhR2s,Google Admin Downloads,/My Drive/Google Admin Downloads,application/vnd.google-apps.folder,2024-12-20T18:36:26.357Z,pcuenco@elhaynes.org,,,0AHZG-qV0huDxUk9PVA
1j0Kq8GOT8Hg4rdf0HWeRuxkxmYUTYXrAEUxSoLhuOF0,Untitled form,/My Drive/Untitled form,application/vnd.google-apps.form,2024-12-19T20:38:57.071Z,pcuenco@elhaynes.org,1024,,0AHZG-qV0huDxUk9PVA
1CAgI-rvSy3AI2dTUHhQSTjD1tN5dXKcu7_hGBeB75Tc,To Calendar (Responses),/My Drive/To Calendar (Responses),application/vnd.google-apps.spreadsheet,2024-12-19T20:18:10.338Z,pcuenco@elhaynes.org,3313,,0AHZG-qV0huDxUk9PVA
1ieYdgTSokCxHHGIvPbKDb5JDkJ27z29t,Virtus Fillable Reference Check Form - St. Louis School (1) (1) (2).pdf,/My Drive/Virtus Fillable Reference Check Form - St. Louis School (1) (1) (2).pdf,application/pdf,2024-12-13T19:36:03.000Z,pcuenco@elhaynes.org,807563,,0AHZG-qV0huDxUk9PVA
1RMoePQwwX_XxF8wq6emgS28kPqDMhOU0,Assessments,/My Drive/Assessments,application/vnd.google-apps.folder,2024-12-13T17:42:33.255Z,pcuenco@elhaynes.org,,,0AHZG-qV0huDxUk9PVA
15MHBbCU4UoPiCgKJA65rYUeXizdVeHDBjCiON5ud2qg,Untitled form (Responses),/My Drive/Untitled form (Responses),application/vnd.google-apps.spreadsheet,2024-12-13T14:02:41.427Z,pcuenco@elhaynes.org,1024,,0AHZG-qV0huDxUk9PVA
1dC9xVHp-wA5WJDA5T1S6_c3tvONcZL1wyFAA3sX4NvM,Untitled form,/My Drive/Untitled form,application/vnd.google-apps.form,2024-12-13T14:02:12.138Z,pcuenco@elhaynes.org,1024,,0AHZG-qV0huDxUk9PVA
1UWiFBnt3fYQONCssVzTFCt4GIBHy50Nm,Reports,/My Drive/Reports,application/vnd.google-apps.folder,2024-12-11T14:04:44.929Z,pcuenco@elhaynes.org,,,0AHZG-qV0huDxUk9PVA
1A_FBryH-lbCkLWrdDxuTXpXSqgoq_xVxkbbv0rsIPok,IT Ops Schedule and Dates,/My Drive/IT Ops Schedule and Dates,application/vnd.google-apps.spreadsheet,2024-12-10T15:59:03.701Z,pcuenco@elhaynes.org,3772,,0AHZG-qV0huDxUk9PVA
18DxhS5X1pSwZoXeZAxBKvW3Hp0WV5rQt,E.L. Haynes Community Survey - Fall 2024 DRAFT 2 (3).pptx,/My Drive/E.L. Haynes Community Survey - Fall 2024 DRAFT 2 (3).pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,2024-12-06T14:38:16.000Z,pcuenco@elhaynes.org,4803431,,0AHZG-qV0huDxUk9PVA
1ZTVyAprZsCiwtvNNZXwuQX26zGroIdosECPQ5EHJz1s,TMobile Check,/My Drive/TMobile Check,application/vnd.google-apps.spreadsheet,2024-12-04T15:14:42.108Z,pcuenco@elhaynes.org,1024,,0AHZG-qV0huDxUk9PVA
1HoeE7ZChdL8IXNxFz5XXMDM8I8uM41yH_qD4OAECeSo,Server Racks,/My Drive/Server Racks,application/vnd.google-apps.spreadsheet,2024-11-20T15:37:20.090Z,pcuenco@elhaynes.org,6958,,0AHZG-qV0huDxUk9PVA
1-0Fc1kg_H5cmPbz1DBnnY5ite8AfedMn,E.L Haynes IMEI report 11-18-2024.xlsx,/My Drive/E.L Haynes IMEI report 11-18-2024.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2024-11-18T20:34:08.000Z,pcuenco@elhaynes.org,19943,,0AHZG-qV0huDxUk9PVA
1dgH5jj4czL2j5NktKbQ-i6Et0p97aM0x,E.L. Haynes August to October 2024 Usage.xlsx,/My Drive/E.L. Haynes August to October 2024 Usage.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2024-11-18T14:28:21.817Z,pcuenco@elhaynes.org,18425,,0AHZG-qV0huDxUk9PVA
1C56eNPwr2GfGdjpx24cRHslDKcl681AVnNZ7XRvuLTE,RISE Goals,/My Drive/RISE Goals,application/vnd.google-apps.document,2024-11-18T14:10:50.977Z,pcuenco@elhaynes.org,1024,,0AHZG-qV0huDxUk9PVA
1yZmAdMBK9rNbJHhcJyksUsy0Mc6QGwk1Hj3KUcuecCI,ERATE - John Beem,/My Drive/ERATE - John Beem,application/vnd.google-apps.document,2024-11-13T16:44:44.715Z,pcuenco@elhaynes.org,2104,,0AHZG-qV0huDxUk9PVA
1XCN0uXFKxO2_e0ZYPH4_x6L_y1b4wJ0FsgCicNyDbpo,Hilary,/My Drive/Hilary,application/vnd.google-apps.document,2024-11-08T20:50:15.727Z,pcuenco@elhaynes.org,1024,,0AHZG-qV0huDxUk9PVA
13J53cGTnV-L4LPdAhUXlapJPHGcW5nQDjEwaStW_iDo,Testing Tech coordinator:,/My Drive/Testing Tech coordinator:,application/vnd.google-apps.document,2024-11-08T18:59:22.258Z,pcuenco@elhaynes.org,1024,,0AHZG-qV0huDxUk9PVA
1Khj1esitjt1bTdPROYRlUoAKYGJ4P0jGH7I1NBeDETM,Zenada/Peter,/My Drive/Zenada/Peter,application/vnd.google-apps.document,2024-11-08T16:38:20.127Z,pcuenco@elhaynes.org,1024,,0AHZG-qV0huDxUk9PVA
1OxYCSRlYpc6lVT6bV5WhNHpbc1ljaZRD,Meeting Notes,/My Drive/Meeting Notes,application/vnd.google-apps.folder,2024-11-08T15:24:10.115Z,pcuenco@elhaynes.org,,,0AHZG-qV0huDxUk9PVA
1IAcGqIVtjjdO7a9q_zzMXGZjk1G-f_r6kDEglLXtW4Y,Standup notes,/My Drive/Standup notes,application/vnd.google-apps.document,2024-11-07T13:54:25.501Z,pcuenco@elhaynes.org,2132,,0AHZG-qV0huDxUk9PVA
1H2mFciZikCpj_vhC-wokUaBcBAC2FZgoHdjeoWAuBMQ,For Zenada [MS],/My Drive/For Zenada [MS],application/vnd.google-apps.document,2024-11-05T19:40:46.355Z,pcuenco@elhaynes.org,1024,,0AHZG-qV0huDxUk9PVA
1IR71uq0DR0qKB6eFWiWUZobZaWcCz_uP,mychart.pdf,/My Drive/mychart.pdf,application/pdf,2024-11-05T13:32:08.000Z,pcuenco@elhaynes.org,242372,,0AHZG-qV0huDxUk9PVA
1964hYyI2lKcWaRnuyOxg6Em5HPqxtz19J5ejSUeudMg,Server Ping Status,/My Drive/Server Ping Status,application/vnd.google-apps.spreadsheet,2024-11-04T15:12:46.923Z,pcuenco@elhaynes.org,1024,,0AHZG-qV0huDxUk9PVA
1_mFNzHkI-R4cthbnDlewg8bcb2_ApbQg,Status page,/My Drive/Status page,application/vnd.google-apps.site,2024-11-04T15:09:44.429Z,pcuenco@elhaynes.org,,,0AHZG-qV0huDxUk9PVA
1L_41Q2a-N-p0ipGrXLPR5wv43x_aTcUblprCmixClVhYmvKhj0-JV5Ls,Status,/My Drive/Status,application/vnd.google-apps.script,2024-11-04T14:59:57.227Z,pcuenco@elhaynes.org,,,0AHZG-qV0huDxUk9PVA
1awr6J0LBJz9yqNSDJFDANcu8ga4o2EV5Jxmk9HHHLVg,30 day goals:,/My Drive/30 day goals:,application/vnd.google-apps.document,2024-10-30T13:05:26.274Z,pcuenco@elhaynes.org,1625,,0AHZG-qV0huDxUk9PVA
1vJILRqBY8rZiuYHIb41o0ZLGLbfZ2Z1Z,Policies,/My Drive/Policies,application/vnd.google-apps.folder,2024-10-29T19:33:16.649Z,pcuenco@elhaynes.org,,,0AHZG-qV0huDxUk9PVA
1QSp5BkbcEh7uy3YgSDDxDeLv0PgTPlFWR2m7CQWxtgo,DevOps in EL Haynes,/My Drive/DevOps in EL Haynes,application/vnd.google-apps.presentation,2024-10-24T14:08:02.130Z,pcuenco@elhaynes.org,4066,,0AHZG-qV0huDxUk9PVA
1lGA1PiMyGzcVZiqZMwKFN4bXUSTiPd7yKyX2Re1NN7k,Devops in ELH,/My Drive/Devops in ELH,application/vnd.google-apps.document,2024-10-24T13:32:55.608Z,pcuenco@elhaynes.org,1978,,0AHZG-qV0huDxUk9PVA
1DyuezPt-HEsV_XLLBcg117R3MSgXPsCJVB7KGjkH2mU,For Principals,/My Drive/For Principals,application/vnd.google-apps.document,2024-10-24T13:17:54.545Z,pcuenco@elhaynes.org,3524,,0AHZG-qV0huDxUk9PVA
1-Vthrrz31wElgs52ch5xTXTII_HAoJVTe52lzGDOmuA,DNS:,/My Drive/DNS:,application/vnd.google-apps.document,2024-10-23T20:14:14.072Z,pcuenco@elhaynes.org,162489,,0AHZG-qV0huDxUk9PVA
1Ix0QnTjwUA_ciUQgIbJ7W62_kvT_EXJwkNRvMuWwBo8,PSC Project short term,/My Drive/PSC Project short term,application/vnd.google-apps.spreadsheet,2024-10-23T15:23:01.185Z,pcuenco@elhaynes.org,1024,,0AHZG-qV0huDxUk9PVA
1K7XSbKs3MJavQvilAY8FQz8R6tU6m3hqphVV0wUtwl8,Security Enhancements,/My Drive/Security Enhancements,application/vnd.google-apps.document,2024-10-22T20:07:18.430Z,pcuenco@elhaynes.org,1024,,0AHZG-qV0huDxUk9PVA
1YEAprPLL8Zs4G8Uput7xHQpCZvSbFEmxPB1tlWpv5ZI,Powershell - new user AD,/My Drive/Powershell - new user AD,application/vnd.google-apps.document,2024-10-22T19:47:20.480Z,pcuenco@elhaynes.org,1024,,0AHZG-qV0huDxUk9PVA
1Yh1G_RTxs8Q3Lxey2JHJom4LTKEh4jK7FYg8JVAYD8E,[POLICY] AI Adoption,/My Drive/Policies/[POLICY] AI Adoption,application/vnd.google-apps.document,2025-07-15T18:53:32.517Z,pcuenco@elhaynes.org,3640,,1vJILRqBY8rZiuYHIb41o0ZLGLbfZ2Z1Z
1f-N7YYxh91lJ2loWBOpOOqjQdIl-G1Ct9hV72RwOABE,Untitled document,/My Drive/Policies/Untitled document,application/vnd.google-apps.document,2025-07-15T18:44:13.273Z,pcuenco@elhaynes.org,5166,,1vJILRqBY8rZiuYHIb41o0ZLGLbfZ2Z1Z
1czl3wDlZsMMwrXoKwGaiY9QKY-D4KCE2w1du0rPHsWw,[POLICY] AUP - Laptops,/My Drive/Policies/[POLICY] AUP - Laptops,application/vnd.google-apps.document,2025-06-10T20:04:20.574Z,pcuenco@elhaynes.org,6494,,1vJILRqBY8rZiuYHIb41o0ZLGLbfZ2Z1Z
1an9XAkxF9LxcO2LaGEFcMZ3tYj6myCv4m9pYxjHKxsw,Student Hotspot Request Form,/My Drive/Policies/Student Hotspot Request Form,application/vnd.google-apps.document,2025-05-02T19:31:04.722Z,pcuenco@elhaynes.org,2890,,1vJILRqBY8rZiuYHIb41o0ZLGLbfZ2Z1Z
1WCV8TiMRQOKpH63pW1hKlo9_6A8wzacvdjnyOsnuZDk,[POLICY] Student Hotspot Request and Distribution,/My Drive/Policies/[POLICY] Student Hotspot Request and Distribution,application/vnd.google-apps.document,2025-05-02T19:27:16.897Z,pcuenco@elhaynes.org,3370,,1vJILRqBY8rZiuYHIb41o0ZLGLbfZ2Z1Z
1z9NUBPLBmWqLxynVLrQ-aAQoXcs-EHixYKF4YXwbQGU,Work From Home Policy,/My Drive/Policies/Work From Home Policy,application/vnd.google-apps.document,2024-12-05T20:10:53.384Z,pcuenco@elhaynes.org,3802,,1vJILRqBY8rZiuYHIb41o0ZLGLbfZ2Z1Z
1eVpMyqsmmXcKoFleC1qNXMyh1zm0oOfj963dSfRdZtY,IT Incident Management Plan,/My Drive/Policies/IT Incident Management Plan,application/vnd.google-apps.document,2024-11-08T15:48:02.659Z,pcuenco@elhaynes.org,9710,,1vJILRqBY8rZiuYHIb41o0ZLGLbfZ2Z1Z
1LQvYmiWiKUB-JMA-JhdEB59u7nOED7en2K_Rlr-aKpo,Untitled document,/My Drive/Policies/Untitled document,application/vnd.google-apps.document,2024-10-30T19:51:35.464Z,pcuenco@elhaynes.org,1024,,1vJILRqBY8rZiuYHIb41o0ZLGLbfZ2Z1Z
11q4_7wXKvGfBCn4lrha1iT_vLVn_rvDPgh-t-PXj_dM,[POLICY] Antivirus Software for Laptops,/My Drive/Policies/[POLICY] Antivirus Software for Laptops,application/vnd.google-apps.document,2024-10-29T20:27:01.494Z,pcuenco@elhaynes.org,5050,,1vJILRqBY8rZiuYHIb41o0ZLGLbfZ2Z1Z
1gCfxSixaFSVEdGxvCHwNAb0IhgVZ1hBr5MzkS9JT4L8,[POLICY] Laptop Encryption Using BitLocker,/My Drive/Policies/[POLICY] Laptop Encryption Using BitLocker,application/vnd.google-apps.document,2024-10-29T20:20:44.563Z,pcuenco@elhaynes.org,4929,,1vJILRqBY8rZiuYHIb41o0ZLGLbfZ2Z1Z
1bDcFKx_sTyTbeWX06aH78xCCht2G1Vl4Q2RgS33F_GQ,[POLICY] Screensaver and Device Lock,/My Drive/Policies/[POLICY] Screensaver and Device Lock,application/vnd.google-apps.document,2024-10-29T20:04:41.915Z,pcuenco@elhaynes.org,4707,,1vJILRqBY8rZiuYHIb41o0ZLGLbfZ2Z1Z
1RZ6OPXKNMeUSsAVENgawgvpqRFi0BOIi,Standup,/My Drive/Meeting Notes/Standup,application/vnd.google-apps.folder,2025-02-11T14:36:14.539Z,pcuenco@elhaynes.org,,,1OxYCSRlYpc6lVT6bV5WhNHpbc1ljaZRD
1nlKQPaYCthr70gNHewexQP5QK-1FzVbd,DNS,/My Drive/Meeting Notes/DNS,application/vnd.google-apps.folder,2024-12-10T17:18:00.168Z,pcuenco@elhaynes.org,,,1OxYCSRlYpc6lVT6bV5WhNHpbc1ljaZRD
1_064sO4ZTVHS5Rfxw2ChnXVr_rV2nKATQKJLxkYlnC4,Untitled document,/My Drive/Meeting Notes/Untitled document,application/vnd.google-apps.document,2024-11-12T20:21:36.604Z,pcuenco@elhaynes.org,1024,,1OxYCSRlYpc6lVT6bV5WhNHpbc1ljaZRD
15wzGjoccwjA9BBBNiT74jzxI8wDL1rVf,All Staff,/My Drive/Meeting Notes/All Staff,application/vnd.google-apps.folder,2024-11-12T18:48:13.804Z,pcuenco@elhaynes.org,,,1OxYCSRlYpc6lVT6bV5WhNHpbc1ljaZRD
1MqYffYzjcUhsgig87bE_JXKV8JfrvBAw,Dani 1-1,/My Drive/Meeting Notes/Dani 1-1,application/vnd.google-apps.folder,2024-11-08T15:28:51.414Z,pcuenco@elhaynes.org,,,1OxYCSRlYpc6lVT6bV5WhNHpbc1ljaZRD
1xFdK0pZ4vj2oALLUqNaHmbGJZT62DlOW,Jose 1-1,/My Drive/Meeting Notes/Jose 1-1,application/vnd.google-apps.folder,2024-11-08T15:28:39.987Z,pcuenco@elhaynes.org,,,1OxYCSRlYpc6lVT6bV5WhNHpbc1ljaZRD
1bBvwWu3PxCWjU2sl9xOLQlgwAYB20ltp,Michael 1-1,/My Drive/Meeting Notes/Michael 1-1,application/vnd.google-apps.folder,2024-11-08T15:27:55.204Z,pcuenco@elhaynes.org,,,1OxYCSRlYpc6lVT6bV5WhNHpbc1ljaZRD
1tKeC4VctwJ9f3kqpGjI4sWI9hu8v0LFC,Ryan 1-1,/My Drive/Meeting Notes/Ryan 1-1,application/vnd.google-apps.folder,2024-11-08T15:26:30.903Z,pcuenco@elhaynes.org,,,1OxYCSRlYpc6lVT6bV5WhNHpbc1ljaZRD
1yNe409IinPx4dbZ-TIWTfEYmENQbg34l,Pankaj 1-1,/My Drive/Meeting Notes/Pankaj 1-1,application/vnd.google-apps.folder,2024-11-08T15:25:35.876Z,pcuenco@elhaynes.org,,,1OxYCSRlYpc6lVT6bV5WhNHpbc1ljaZRD
1ltSmQSaeMzvMg5VbddbLsZ1npKC5tjaEYzT1AhG1QyY,[PANKAJ] 09-19-2025,/My Drive/Meeting Notes/Pankaj 1-1/[PANKAJ] 09-19-2025,application/vnd.google-apps.document,2025-09-19T12:28:18.097Z,pcuenco@elhaynes.org,3250,,1yNe409IinPx4dbZ-TIWTfEYmENQbg34l
1Y31zNMMsEREZIe1zEga-fmlyuP73G_g05RafbKUxPFk,[PANKAJ] 09-12-2025,/My Drive/Meeting Notes/Pankaj 1-1/[PANKAJ] 09-12-2025,application/vnd.google-apps.document,2025-09-12T14:16:45.216Z,pcuenco@elhaynes.org,2994,,1yNe409IinPx4dbZ-TIWTfEYmENQbg34l
1NEYmL5rUbUdUqK2-9CwbHedT-ZvqR4VTbW5V13RyVRI,[PANKAJ] 09-05-2025,/My Drive/Meeting Notes/Pankaj 1-1/[PANKAJ] 09-05-2025,application/vnd.google-apps.document,2025-09-05T14:01:34.821Z,pcuenco@elhaynes.org,2864,,1yNe409IinPx4dbZ-TIWTfEYmENQbg34l
1K5Z1b9sKAz6bQMFsFAqH1bW6DGJf9iLd_TzwFtKtU8g,[PANKAJ] 08-29-2025,/My Drive/Meeting Notes/Pankaj 1-1/[PANKAJ] 08-29-2025,application/vnd.google-apps.document,2025-08-29T13:17:39.082Z,pcuenco@elhaynes.org,2836,,1yNe409IinPx4dbZ-TIWTfEYmENQbg34l
1cTKEvoLKA0keE9NzVIQ1GAx9gv5L2G-FGImw9OehxtY,[PANKAJ] 08-22-2025,/My Drive/Meeting Notes/Pankaj 1-1/[PANKAJ] 08-22-2025,application/vnd.google-apps.document,2025-08-22T13:58:32.160Z,pcuenco@elhaynes.org,2955,,1yNe409IinPx4dbZ-TIWTfEYmENQbg34l
1kRilDaqsXzKeknv0oma5HtdU36PV3Pq7hXSpsuBsWF0,[PANKAJ] 08-08-2025,/My Drive/Meeting Notes/Pankaj 1-1/[PANKAJ] 08-08-2025,application/vnd.google-apps.document,2025-08-08T14:17:39.373Z,pcuenco@elhaynes.org,3564,,1yNe409IinPx4dbZ-TIWTfEYmENQbg34l
1OaEPjcmHa94m3gLP8Mv2-IcjxglR05pYZAujA9NXdFQ,[PANKAJ] 07-18-2025,/My Drive/Meeting Notes/Pankaj 1-1/[PANKAJ] 07-18-2025,application/vnd.google-apps.document,2025-07-18T14:09:28.332Z,pcuenco@elhaynes.org,3388,,1yNe409IinPx4dbZ-TIWTfEYmENQbg34l
1vE3bU8UgAJYeqtUhQO21q4H4vSyOQ3FWmaEKJyXVxkM,[PANKAJ] 07-11-2025,/My Drive/Meeting Notes/Pankaj 1-1/[PANKAJ] 07-11-2025,application/vnd.google-apps.document,2025-07-11T14:08:20.230Z,pcuenco@elhaynes.org,3079,,1yNe409IinPx4dbZ-TIWTfEYmENQbg34l
1hzQ2MjaZ9txFjysr8boxH0teDCt6DVvz1lCgQgUWPoE,[PANKAJ] 06-27-2025,/My Drive/Meeting Notes/Pankaj 1-1/[PANKAJ] 06-27-2025,application/vnd.google-apps.document,2025-06-27T15:30:29.121Z,pcuenco@elhaynes.org,3670,,1yNe409IinPx4dbZ-TIWTfEYmENQbg34l
1AT8Tcw4c8I8hOwebmVlBrHAJKepd0QIx0Q1Y_mTPYME,[PANKAJ] 06-06-2025,/My Drive/Meeting Notes/Pankaj 1-1/[PANKAJ] 06-06-2025,application/vnd.google-apps.document,2025-06-06T14:18:37.294Z,pcuenco@elhaynes.org,3784,,1yNe409IinPx4dbZ-TIWTfEYmENQbg34l
1urFy7nI2HVy5zzHEAuJfIUpcap_7VzeKAtsDQJ9x5Ww,[PANKAJ] 05-30-2025,/My Drive/Meeting Notes/Pankaj 1-1/[PANKAJ] 05-30-2025,application/vnd.google-apps.document,2025-05-30T18:19:38.341Z,pcuenco@elhaynes.org,3372,,1yNe409IinPx4dbZ-TIWTfEYmENQbg34l
1_7lcucRnOEzEPnVe-2RSNH7Yz4PxGR_I9TwPkczQzHE,[PANKAJ] 05-23-2025,/My Drive/Meeting Notes/Pankaj 1-1/[PANKAJ] 05-23-2025,application/vnd.google-apps.document,2025-05-22T20:01:44.090Z,pcuenco@elhaynes.org,3411,,1yNe409IinPx4dbZ-TIWTfEYmENQbg34l
1rKWaR1z8EIU0FW6_QEvwM7GmUzB-8kUi59QIbTLqWT8,[PANKAJ] 05-16-2025,/My Drive/Meeting Notes/Pankaj 1-1/[PANKAJ] 05-16-2025,application/vnd.google-apps.document,2025-05-15T13:38:17.242Z,pcuenco@elhaynes.org,3666,,1yNe409IinPx4dbZ-TIWTfEYmENQbg34l
1O8KFrLzbt8qodq5FUfI5UXU_3oBMpv_xcjVf5BTRYNk,[PANKAJ] 05-09-2025,/My Drive/Meeting Notes/Pankaj 1-1/[PANKAJ] 05-09-2025,application/vnd.google-apps.document,2025-05-09T13:53:48.339Z,pcuenco@elhaynes.org,3409,,1yNe409IinPx4dbZ-TIWTfEYmENQbg34l
1tjLxLo0KHMthcHm_txZ9G8CxNQH9ibIpfqTheyrp3qY,[PANKAJ] 03-28-2025,/My Drive/Meeting Notes/Pankaj 1-1/[PANKAJ] 03-28-2025,application/vnd.google-apps.document,2025-05-09T13:25:10.888Z,pcuenco@elhaynes.org,2131,,1yNe409IinPx4dbZ-TIWTfEYmENQbg34l
1_ItzDSkOo6r8pQRmr4pKJNM49Nt0XvtzlGbH4NQ0S_c,[PANKAJ] 04-04-2025,/My Drive/Meeting Notes/Pankaj 1-1/[PANKAJ] 04-04-2025,application/vnd.google-apps.document,2025-05-09T13:25:02.306Z,pcuenco@elhaynes.org,3750,,1yNe409IinPx4dbZ-TIWTfEYmENQbg34l
18fifyzu7xvQkQsDDTswfDLkjzyfn07kJisAAAU828A0,[PANKAJ] 04-11-2025,/My Drive/Meeting Notes/Pankaj 1-1/[PANKAJ] 04-11-2025,application/vnd.google-apps.document,2025-05-09T13:24:53.836Z,pcuenco@elhaynes.org,3182,,1yNe409IinPx4dbZ-TIWTfEYmENQbg34l
